#Date Day Month Year Weekday Weeknum LeapYear
11/28/2004 28 11 2004 1 47 1
11/29/2004 29 11 2004 2 48 1
11/30/2004 30 11 2004 3 48 1
12/01/2004 1 12 2004 4 48 1
12/02/2004 2 12 2004 5 48 1
12/03/2004 3 12 2004 6 48 1
12/04/2004 4 12 2004 7 48 1
12/05/2004 5 12 2004 1 48 1
12/06/2004 6 12 2004 2 49 1
12/07/2004 7 12 2004 3 49 1
12/08/2004 8 12 2004 4 49 1
12/09/2004 9 12 2004 5 49 1
12/10/2004 10 12 2004 6 49 1
12/11/2004 11 12 2004 7 49 1
12/12/2004 12 12 2004 1 49 1
12/13/2004 13 12 2004 2 50 1
12/14/2004 14 12 2004 3 50 1
12/15/2004 15 12 2004 4 50 1
12/16/2004 16 12 2004 5 50 1
12/17/2004 17 12 2004 6 50 1
12/18/2004 18 12 2004 7 50 1
12/19/2004 19 12 2004 1 50 1
12/20/2004 20 12 2004 2 51 1
12/21/2004 21 12 2004 3 51 1
12/22/2004 22 12 2004 4 51 1
12/23/2004 23 12 2004 5 51 1
12/24/2004 24 12 2004 6 51 1
12/25/2004 25 12 2004 7 51 1
12/26/2004 26 12 2004 1 51 1
12/27/2004 27 12 2004 2 52 1
12/28/2004 28 12 2004 3 52 1
12/29/2004 29 12 2004 4 52 1
12/30/2004 30 12 2004 5 52 1
12/31/2004 31 12 2004 6 52 1
01/01/2005 1 1 2005 7 52 0
01/02/2005 2 1 2005 1 52 0
01/03/2005 3 1 2005 2 1 0
01/04/2005 4 1 2005 3 1 0
01/05/2005 5 1 2005 4 1 0
01/06/2005 6 1 2005 5 1 0
01/07/2005 7 1 2005 6 1 0
01/08/2005 8 1 2005 7 1 0
01/09/2005 9 1 2005 1 1 0
01/10/2005 10 1 2005 2 2 0
01/11/2005 11 1 2005 3 2 0
01/12/2005 12 1 2005 4 2 0
01/13/2005 13 1 2005 5 2 0
01/14/2005 14 1 2005 6 2 0
01/15/2005 15 1 2005 7 2 0
01/16/2005 16 1 2005 1 2 0
01/17/2005 17 1 2005 2 3 0
01/18/2005 18 1 2005 3 3 0
01/19/2005 19 1 2005 4 3 0
01/20/2005 20 1 2005 5 3 0
01/21/2005 21 1 2005 6 3 0
01/22/2005 22 1 2005 7 3 0
01/23/2005 23 1 2005 1 3 0
01/24/2005 24 1 2005 2 4 0
01/25/2005 25 1 2005 3 4 0
01/26/2005 26 1 2005 4 4 0
01/27/2005 27 1 2005 5 4 0
01/28/2005 28 1 2005 6 4 0
01/29/2005 29 1 2005 7 4 0
01/30/2005 30 1 2005 1 4 0
01/31/2005 31 1 2005 2 5 0
02/01/2005 1 2 2005 3 5 0
02/02/2005 2 2 2005 4 5 0
02/03/2005 3 2 2005 5 5 0
02/04/2005 4 2 2005 6 5 0
02/05/2005 5 2 2005 7 5 0
02/06/2005 6 2 2005 1 5 0
02/07/2005 7 2 2005 2 6 0
02/08/2005 8 2 2005 3 6 0
02/09/2005 9 2 2005 4 6 0
02/10/2005 10 2 2005 5 6 0
02/11/2005 11 2 2005 6 6 0
02/12/2005 12 2 2005 7 6 0
02/13/2005 13 2 2005 1 6 0
02/14/2005 14 2 2005 2 7 0
02/15/2005 15 2 2005 3 7 0
02/16/2005 16 2 2005 4 7 0
02/17/2005 17 2 2005 5 7 0
02/18/2005 18 2 2005 6 7 0
02/19/2005 19 2 2005 7 7 0
02/20/2005 20 2 2005 1 7 0
02/21/2005 21 2 2005 2 8 0
02/22/2005 22 2 2005 3 8 0
02/23/2005 23 2 2005 4 8 0
02/24/2005 24 2 2005 5 8 0
02/25/2005 25 2 2005 6 8 0
02/26/2005 26 2 2005 7 8 0
02/27/2005 27 2 2005 1 8 0
02/28/2005 28 2 2005 2 9 0
03/01/2005 1 3 2005 3 9 0
03/02/2005 2 3 2005 4 9 0
03/03/2005 3 3 2005 5 9 0
03/04/2005 4 3 2005 6 9 0
03/05/2005 5 3 2005 7 9 0
03/06/2005 6 3 2005 1 9 0
03/07/2005 7 3 2005 2 10 0
03/08/2005 8 3 2005 3 10 0
03/09/2005 9 3 2005 4 10 0
03/10/2005 10 3 2005 5 10 0
03/11/2005 11 3 2005 6 10 0
03/12/2005 12 3 2005 7 10 0
03/13/2005 13 3 2005 1 10 0
03/14/2005 14 3 2005 2 11 0
03/15/2005 15 3 2005 3 11 0
03/16/2005 16 3 2005 4 11 0
03/17/2005 17 3 2005 5 11 0
03/18/2005 18 3 2005 6 11 0
03/19/2005 19 3 2005 7 11 0
03/20/2005 20 3 2005 1 11 0
03/21/2005 21 3 2005 2 12 0
03/22/2005 22 3 2005 3 12 0
03/23/2005 23 3 2005 4 12 0
03/24/2005 24 3 2005 5 12 0
03/25/2005 25 3 2005 6 12 0
03/26/2005 26 3 2005 7 12 0
03/27/2005 27 3 2005 1 12 0
03/28/2005 28 3 2005 2 13 0
03/29/2005 29 3 2005 3 13 0
03/30/2005 30 3 2005 4 13 0
03/31/2005 31 3 2005 5 13 0
04/01/2005 1 4 2005 6 13 0
04/02/2005 2 4 2005 7 13 0
04/03/2005 3 4 2005 1 13 0
04/04/2005 4 4 2005 2 14 0
04/05/2005 5 4 2005 3 14 0
04/06/2005 6 4 2005 4 14 0
04/07/2005 7 4 2005 5 14 0
04/08/2005 8 4 2005 6 14 0
04/09/2005 9 4 2005 7 14 0
04/10/2005 10 4 2005 1 14 0
04/11/2005 11 4 2005 2 15 0
04/12/2005 12 4 2005 3 15 0
04/13/2005 13 4 2005 4 15 0
04/14/2005 14 4 2005 5 15 0
04/15/2005 15 4 2005 6 15 0
04/16/2005 16 4 2005 7 15 0
04/17/2005 17 4 2005 1 15 0
04/18/2005 18 4 2005 2 16 0
04/19/2005 19 4 2005 3 16 0
04/20/2005 20 4 2005 4 16 0
04/21/2005 21 4 2005 5 16 0
04/22/2005 22 4 2005 6 16 0
04/23/2005 23 4 2005 7 16 0
04/24/2005 24 4 2005 1 16 0
04/25/2005 25 4 2005 2 17 0
04/26/2005 26 4 2005 3 17 0
04/27/2005 27 4 2005 4 17 0
04/28/2005 28 4 2005 5 17 0
04/29/2005 29 4 2005 6 17 0
04/30/2005 30 4 2005 7 17 0
05/01/2005 1 5 2005 1 17 0
05/02/2005 2 5 2005 2 18 0
05/03/2005 3 5 2005 3 18 0
05/04/2005 4 5 2005 4 18 0
05/05/2005 5 5 2005 5 18 0
05/06/2005 6 5 2005 6 18 0
05/07/2005 7 5 2005 7 18 0
05/08/2005 8 5 2005 1 18 0
05/09/2005 9 5 2005 2 19 0
05/10/2005 10 5 2005 3 19 0
05/11/2005 11 5 2005 4 19 0
05/12/2005 12 5 2005 5 19 0
05/13/2005 13 5 2005 6 19 0
05/14/2005 14 5 2005 7 19 0
05/15/2005 15 5 2005 1 19 0
05/16/2005 16 5 2005 2 20 0
05/17/2005 17 5 2005 3 20 0
05/18/2005 18 5 2005 4 20 0
05/19/2005 19 5 2005 5 20 0
05/20/2005 20 5 2005 6 20 0
05/21/2005 21 5 2005 7 20 0
05/22/2005 22 5 2005 1 20 0
05/23/2005 23 5 2005 2 21 0
05/24/2005 24 5 2005 3 21 0
05/25/2005 25 5 2005 4 21 0
05/26/2005 26 5 2005 5 21 0
05/27/2005 27 5 2005 6 21 0
05/28/2005 28 5 2005 7 21 0
05/29/2005 29 5 2005 1 21 0
05/30/2005 30 5 2005 2 22 0
05/31/2005 31 5 2005 3 22 0
06/01/2005 1 6 2005 4 22 0
06/02/2005 2 6 2005 5 22 0
06/03/2005 3 6 2005 6 22 0
06/04/2005 4 6 2005 7 22 0
06/05/2005 5 6 2005 1 22 0
06/06/2005 6 6 2005 2 23 0
06/07/2005 7 6 2005 3 23 0
06/08/2005 8 6 2005 4 23 0
06/09/2005 9 6 2005 5 23 0
06/10/2005 10 6 2005 6 23 0
06/11/2005 11 6 2005 7 23 0
06/12/2005 12 6 2005 1 23 0
06/13/2005 13 6 2005 2 24 0
06/14/2005 14 6 2005 3 24 0
06/15/2005 15 6 2005 4 24 0
06/16/2005 16 6 2005 5 24 0
06/17/2005 17 6 2005 6 24 0
06/18/2005 18 6 2005 7 24 0
06/19/2005 19 6 2005 1 24 0
06/20/2005 20 6 2005 2 25 0
06/21/2005 21 6 2005 3 25 0
06/22/2005 22 6 2005 4 25 0
06/23/2005 23 6 2005 5 25 0
06/24/2005 24 6 2005 6 25 0
06/25/2005 25 6 2005 7 25 0
06/26/2005 26 6 2005 1 25 0
06/27/2005 27 6 2005 2 26 0
06/28/2005 28 6 2005 3 26 0
06/29/2005 29 6 2005 4 26 0
06/30/2005 30 6 2005 5 26 0
07/01/2005 1 7 2005 6 26 0
07/02/2005 2 7 2005 7 26 0
07/03/2005 3 7 2005 1 26 0
07/04/2005 4 7 2005 2 27 0
07/05/2005 5 7 2005 3 27 0
07/06/2005 6 7 2005 4 27 0
07/07/2005 7 7 2005 5 27 0
07/08/2005 8 7 2005 6 27 0
07/09/2005 9 7 2005 7 27 0
07/10/2005 10 7 2005 1 27 0
07/11/2005 11 7 2005 2 28 0
07/12/2005 12 7 2005 3 28 0
07/13/2005 13 7 2005 4 28 0
07/14/2005 14 7 2005 5 28 0
07/15/2005 15 7 2005 6 28 0
07/16/2005 16 7 2005 7 28 0
07/17/2005 17 7 2005 1 28 0
07/18/2005 18 7 2005 2 29 0
07/19/2005 19 7 2005 3 29 0
07/20/2005 20 7 2005 4 29 0
07/21/2005 21 7 2005 5 29 0
07/22/2005 22 7 2005 6 29 0
07/23/2005 23 7 2005 7 29 0
07/24/2005 24 7 2005 1 29 0
07/25/2005 25 7 2005 2 30 0
07/26/2005 26 7 2005 3 30 0
07/27/2005 27 7 2005 4 30 0
07/28/2005 28 7 2005 5 30 0
07/29/2005 29 7 2005 6 30 0
07/30/2005 30 7 2005 7 30 0
07/31/2005 31 7 2005 1 30 0
08/01/2005 1 8 2005 2 31 0
08/02/2005 2 8 2005 3 31 0
08/03/2005 3 8 2005 4 31 0
08/04/2005 4 8 2005 5 31 0
08/05/2005 5 8 2005 6 31 0
08/06/2005 6 8 2005 7 31 0
08/07/2005 7 8 2005 1 31 0
08/08/2005 8 8 2005 2 32 0
08/09/2005 9 8 2005 3 32 0
08/10/2005 10 8 2005 4 32 0
08/11/2005 11 8 2005 5 32 0
08/12/2005 12 8 2005 6 32 0
08/13/2005 13 8 2005 7 32 0
08/14/2005 14 8 2005 1 32 0
08/15/2005 15 8 2005 2 33 0
08/16/2005 16 8 2005 3 33 0
08/17/2005 17 8 2005 4 33 0
08/18/2005 18 8 2005 5 33 0
08/19/2005 19 8 2005 6 33 0
08/20/2005 20 8 2005 7 33 0
08/21/2005 21 8 2005 1 33 0
08/22/2005 22 8 2005 2 34 0
08/23/2005 23 8 2005 3 34 0
08/24/2005 24 8 2005 4 34 0
08/25/2005 25 8 2005 5 34 0
08/26/2005 26 8 2005 6 34 0
08/27/2005 27 8 2005 7 34 0
08/28/2005 28 8 2005 1 34 0
08/29/2005 29 8 2005 2 35 0
08/30/2005 30 8 2005 3 35 0
08/31/2005 31 8 2005 4 35 0
09/01/2005 1 9 2005 5 35 0
09/02/2005 2 9 2005 6 35 0
09/03/2005 3 9 2005 7 35 0
09/04/2005 4 9 2005 1 35 0
09/05/2005 5 9 2005 2 36 0
09/06/2005 6 9 2005 3 36 0
09/07/2005 7 9 2005 4 36 0
09/08/2005 8 9 2005 5 36 0
09/09/2005 9 9 2005 6 36 0
09/10/2005 10 9 2005 7 36 0
09/11/2005 11 9 2005 1 36 0
09/12/2005 12 9 2005 2 37 0
09/13/2005 13 9 2005 3 37 0
09/14/2005 14 9 2005 4 37 0
09/15/2005 15 9 2005 5 37 0
09/16/2005 16 9 2005 6 37 0
09/17/2005 17 9 2005 7 37 0
09/18/2005 18 9 2005 1 37 0
09/19/2005 19 9 2005 2 38 0
09/20/2005 20 9 2005 3 38 0
09/21/2005 21 9 2005 4 38 0
09/22/2005 22 9 2005 5 38 0
09/23/2005 23 9 2005 6 38 0
09/24/2005 24 9 2005 7 38 0
09/25/2005 25 9 2005 1 38 0
09/26/2005 26 9 2005 2 39 0
09/27/2005 27 9 2005 3 39 0
09/28/2005 28 9 2005 4 39 0
09/29/2005 29 9 2005 5 39 0
09/30/2005 30 9 2005 6 39 0
10/01/2005 1 10 2005 7 39 0
10/02/2005 2 10 2005 1 39 0
10/03/2005 3 10 2005 2 40 0
10/04/2005 4 10 2005 3 40 0
10/05/2005 5 10 2005 4 40 0
10/06/2005 6 10 2005 5 40 0
10/07/2005 7 10 2005 6 40 0
10/08/2005 8 10 2005 7 40 0
10/09/2005 9 10 2005 1 40 0
10/10/2005 10 10 2005 2 41 0
10/11/2005 11 10 2005 3 41 0
10/12/2005 12 10 2005 4 41 0
10/13/2005 13 10 2005 5 41 0
10/14/2005 14 10 2005 6 41 0
10/15/2005 15 10 2005 7 41 0
10/16/2005 16 10 2005 1 41 0
10/17/2005 17 10 2005 2 42 0
10/18/2005 18 10 2005 3 42 0
10/19/2005 19 10 2005 4 42 0
10/20/2005 20 10 2005 5 42 0
10/21/2005 21 10 2005 6 42 0
10/22/2005 22 10 2005 7 42 0
10/23/2005 23 10 2005 1 42 0
10/24/2005 24 10 2005 2 43 0
10/25/2005 25 10 2005 3 43 0
10/26/2005 26 10 2005 4 43 0
10/27/2005 27 10 2005 5 43 0
10/28/2005 28 10 2005 6 43 0
10/29/2005 29 10 2005 7 43 0
10/30/2005 30 10 2005 1 43 0
10/31/2005 31 10 2005 2 44 0
11/01/2005 1 11 2005 3 44 0
11/02/2005 2 11 2005 4 44 0
11/03/2005 3 11 2005 5 44 0
11/04/2005 4 11 2005 6 44 0
11/05/2005 5 11 2005 7 44 0
11/06/2005 6 11 2005 1 44 0
11/07/2005 7 11 2005 2 45 0
11/08/2005 8 11 2005 3 45 0
11/09/2005 9 11 2005 4 45 0
11/10/2005 10 11 2005 5 45 0
11/11/2005 11 11 2005 6 45 0
11/12/2005 12 11 2005 7 45 0
11/13/2005 13 11 2005 1 45 0
11/14/2005 14 11 2005 2 46 0
11/15/2005 15 11 2005 3 46 0
11/16/2005 16 11 2005 4 46 0
11/17/2005 17 11 2005 5 46 0
11/18/2005 18 11 2005 6 46 0
11/19/2005 19 11 2005 7 46 0
11/20/2005 20 11 2005 1 46 0
11/21/2005 21 11 2005 2 47 0
11/22/2005 22 11 2005 3 47 0
11/23/2005 23 11 2005 4 47 0
11/24/2005 24 11 2005 5 47 0
11/25/2005 25 11 2005 6 47 0
11/26/2005 26 11 2005 7 47 0
11/27/2005 27 11 2005 1 47 0
11/28/2005 28 11 2005 2 48 0
11/29/2005 29 11 2005 3 48 0
11/30/2005 30 11 2005 4 48 0
12/01/2005 1 12 2005 5 48 0
12/02/2005 2 12 2005 6 48 0
12/03/2005 3 12 2005 7 48 0
12/04/2005 4 12 2005 1 48 0
12/05/2005 5 12 2005 2 49 0
12/06/2005 6 12 2005 3 49 0
12/07/2005 7 12 2005 4 49 0
12/08/2005 8 12 2005 5 49 0
12/09/2005 9 12 2005 6 49 0
12/10/2005 10 12 2005 7 49 0
12/11/2005 11 12 2005 1 49 0
12/12/2005 12 12 2005 2 50 0
12/13/2005 13 12 2005 3 50 0
12/14/2005 14 12 2005 4 50 0
12/15/2005 15 12 2005 5 50 0
12/16/2005 16 12 2005 6 50 0
12/17/2005 17 12 2005 7 50 0
12/18/2005 18 12 2005 1 50 0
12/19/2005 19 12 2005 2 51 0
12/20/2005 20 12 2005 3 51 0
12/21/2005 21 12 2005 4 51 0
12/22/2005 22 12 2005 5 51 0
12/23/2005 23 12 2005 6 51 0
12/24/2005 24 12 2005 7 51 0
12/25/2005 25 12 2005 1 51 0
12/26/2005 26 12 2005 2 52 0
12/27/2005 27 12 2005 3 52 0
12/28/2005 28 12 2005 4 52 0
12/29/2005 29 12 2005 5 52 0
12/30/2005 30 12 2005 6 52 0
12/31/2005 31 12 2005 7 52 0
01/01/2006 1 1 2006 1 52 0
01/02/2006 2 1 2006 2 1 0
01/03/2006 3 1 2006 3 1 0
01/04/2006 4 1 2006 4 1 0
01/05/2006 5 1 2006 5 1 0
01/06/2006 6 1 2006 6 1 0
01/07/2006 7 1 2006 7 1 0
01/08/2006 8 1 2006 1 1 0
01/09/2006 9 1 2006 2 2 0
01/10/2006 10 1 2006 3 2 0
01/11/2006 11 1 2006 4 2 0
01/12/2006 12 1 2006 5 2 0
01/13/2006 13 1 2006 6 2 0
01/14/2006 14 1 2006 7 2 0
01/15/2006 15 1 2006 1 2 0
01/16/2006 16 1 2006 2 3 0
01/17/2006 17 1 2006 3 3 0
01/18/2006 18 1 2006 4 3 0
01/19/2006 19 1 2006 5 3 0
01/20/2006 20 1 2006 6 3 0
01/21/2006 21 1 2006 7 3 0
01/22/2006 22 1 2006 1 3 0
01/23/2006 23 1 2006 2 4 0
01/24/2006 24 1 2006 3 4 0
01/25/2006 25 1 2006 4 4 0
01/26/2006 26 1 2006 5 4 0
01/27/2006 27 1 2006 6 4 0
01/28/2006 28 1 2006 7 4 0
01/29/2006 29 1 2006 1 4 0
01/30/2006 30 1 2006 2 5 0
01/31/2006 31 1 2006 3 5 0
02/01/2006 1 2 2006 4 5 0
02/02/2006 2 2 2006 5 5 0
02/03/2006 3 2 2006 6 5 0
02/04/2006 4 2 2006 7 5 0
02/05/2006 5 2 2006 1 5 0
02/06/2006 6 2 2006 2 6 0
02/07/2006 7 2 2006 3 6 0
02/08/2006 8 2 2006 4 6 0
02/09/2006 9 2 2006 5 6 0
02/10/2006 10 2 2006 6 6 0
02/11/2006 11 2 2006 7 6 0
02/12/2006 12 2 2006 1 6 0
02/13/2006 13 2 2006 2 7 0
02/14/2006 14 2 2006 3 7 0
02/15/2006 15 2 2006 4 7 0
02/16/2006 16 2 2006 5 7 0
02/17/2006 17 2 2006 6 7 0
02/18/2006 18 2 2006 7 7 0
02/19/2006 19 2 2006 1 7 0
02/20/2006 20 2 2006 2 8 0
02/21/2006 21 2 2006 3 8 0
02/22/2006 22 2 2006 4 8 0
02/23/2006 23 2 2006 5 8 0
02/24/2006 24 2 2006 6 8 0
02/25/2006 25 2 2006 7 8 0
02/26/2006 26 2 2006 1 8 0
02/27/2006 27 2 2006 2 9 0
02/28/2006 28 2 2006 3 9 0
03/01/2006 1 3 2006 4 9 0
03/02/2006 2 3 2006 5 9 0
03/03/2006 3 3 2006 6 9 0
03/04/2006 4 3 2006 7 9 0
03/05/2006 5 3 2006 1 9 0
03/06/2006 6 3 2006 2 10 0
03/07/2006 7 3 2006 3 10 0
03/08/2006 8 3 2006 4 10 0
03/09/2006 9 3 2006 5 10 0
03/10/2006 10 3 2006 6 10 0
03/11/2006 11 3 2006 7 10 0
03/12/2006 12 3 2006 1 10 0
03/13/2006 13 3 2006 2 11 0
03/14/2006 14 3 2006 3 11 0
03/15/2006 15 3 2006 4 11 0
03/16/2006 16 3 2006 5 11 0
03/17/2006 17 3 2006 6 11 0
03/18/2006 18 3 2006 7 11 0
03/19/2006 19 3 2006 1 11 0
03/20/2006 20 3 2006 2 12 0
03/21/2006 21 3 2006 3 12 0
03/22/2006 22 3 2006 4 12 0
03/23/2006 23 3 2006 5 12 0
03/24/2006 24 3 2006 6 12 0
03/25/2006 25 3 2006 7 12 0
03/26/2006 26 3 2006 1 12 0
03/27/2006 27 3 2006 2 13 0
03/28/2006 28 3 2006 3 13 0
03/29/2006 29 3 2006 4 13 0
03/30/2006 30 3 2006 5 13 0
03/31/2006 31 3 2006 6 13 0
04/01/2006 1 4 2006 7 13 0
04/02/2006 2 4 2006 1 13 0
04/03/2006 3 4 2006 2 14 0
04/04/2006 4 4 2006 3 14 0
04/05/2006 5 4 2006 4 14 0
04/06/2006 6 4 2006 5 14 0
04/07/2006 7 4 2006 6 14 0
04/08/2006 8 4 2006 7 14 0
04/09/2006 9 4 2006 1 14 0
04/10/2006 10 4 2006 2 15 0
04/11/2006 11 4 2006 3 15 0
04/12/2006 12 4 2006 4 15 0
04/13/2006 13 4 2006 5 15 0
04/14/2006 14 4 2006 6 15 0
04/15/2006 15 4 2006 7 15 0
04/16/2006 16 4 2006 1 15 0
04/17/2006 17 4 2006 2 16 0
04/18/2006 18 4 2006 3 16 0
04/19/2006 19 4 2006 4 16 0
04/20/2006 20 4 2006 5 16 0
04/21/2006 21 4 2006 6 16 0
04/22/2006 22 4 2006 7 16 0
04/23/2006 23 4 2006 1 16 0
04/24/2006 24 4 2006 2 17 0
04/25/2006 25 4 2006 3 17 0
04/26/2006 26 4 2006 4 17 0
04/27/2006 27 4 2006 5 17 0
04/28/2006 28 4 2006 6 17 0
04/29/2006 29 4 2006 7 17 0
04/30/2006 30 4 2006 1 17 0
05/01/2006 1 5 2006 2 18 0
05/02/2006 2 5 2006 3 18 0
05/03/2006 3 5 2006 4 18 0
05/04/2006 4 5 2006 5 18 0
05/05/2006 5 5 2006 6 18 0
05/06/2006 6 5 2006 7 18 0
05/07/2006 7 5 2006 1 18 0
05/08/2006 8 5 2006 2 19 0
05/09/2006 9 5 2006 3 19 0
05/10/2006 10 5 2006 4 19 0
05/11/2006 11 5 2006 5 19 0
05/12/2006 12 5 2006 6 19 0
05/13/2006 13 5 2006 7 19 0
05/14/2006 14 5 2006 1 19 0
05/15/2006 15 5 2006 2 20 0
05/16/2006 16 5 2006 3 20 0
05/17/2006 17 5 2006 4 20 0
05/18/2006 18 5 2006 5 20 0
05/19/2006 19 5 2006 6 20 0
05/20/2006 20 5 2006 7 20 0
05/21/2006 21 5 2006 1 20 0
05/22/2006 22 5 2006 2 21 0
05/23/2006 23 5 2006 3 21 0
05/24/2006 24 5 2006 4 21 0
05/25/2006 25 5 2006 5 21 0
05/26/2006 26 5 2006 6 21 0
05/27/2006 27 5 2006 7 21 0
05/28/2006 28 5 2006 1 21 0
05/29/2006 29 5 2006 2 22 0
05/30/2006 30 5 2006 3 22 0
05/31/2006 31 5 2006 4 22 0
06/01/2006 1 6 2006 5 22 0
06/02/2006 2 6 2006 6 22 0
06/03/2006 3 6 2006 7 22 0
06/04/2006 4 6 2006 1 22 0
06/05/2006 5 6 2006 2 23 0
06/06/2006 6 6 2006 3 23 0
06/07/2006 7 6 2006 4 23 0
06/08/2006 8 6 2006 5 23 0
06/09/2006 9 6 2006 6 23 0
06/10/2006 10 6 2006 7 23 0
06/11/2006 11 6 2006 1 23 0
06/12/2006 12 6 2006 2 24 0
06/13/2006 13 6 2006 3 24 0
06/14/2006 14 6 2006 4 24 0
06/15/2006 15 6 2006 5 24 0
06/16/2006 16 6 2006 6 24 0
06/17/2006 17 6 2006 7 24 0
06/18/2006 18 6 2006 1 24 0
06/19/2006 19 6 2006 2 25 0
06/20/2006 20 6 2006 3 25 0
06/21/2006 21 6 2006 4 25 0
06/22/2006 22 6 2006 5 25 0
06/23/2006 23 6 2006 6 25 0
06/24/2006 24 6 2006 7 25 0
06/25/2006 25 6 2006 1 25 0
06/26/2006 26 6 2006 2 26 0
06/27/2006 27 6 2006 3 26 0
06/28/2006 28 6 2006 4 26 0
06/29/2006 29 6 2006 5 26 0
06/30/2006 30 6 2006 6 26 0
07/01/2006 1 7 2006 7 26 0
07/02/2006 2 7 2006 1 26 0
07/03/2006 3 7 2006 2 27 0
07/04/2006 4 7 2006 3 27 0
07/05/2006 5 7 2006 4 27 0
07/06/2006 6 7 2006 5 27 0
07/07/2006 7 7 2006 6 27 0
07/08/2006 8 7 2006 7 27 0
07/09/2006 9 7 2006 1 27 0
07/10/2006 10 7 2006 2 28 0
07/11/2006 11 7 2006 3 28 0
07/12/2006 12 7 2006 4 28 0
07/13/2006 13 7 2006 5 28 0
07/14/2006 14 7 2006 6 28 0
07/15/2006 15 7 2006 7 28 0
07/16/2006 16 7 2006 1 28 0
07/17/2006 17 7 2006 2 29 0
07/18/2006 18 7 2006 3 29 0
07/19/2006 19 7 2006 4 29 0
07/20/2006 20 7 2006 5 29 0
07/21/2006 21 7 2006 6 29 0
07/22/2006 22 7 2006 7 29 0
07/23/2006 23 7 2006 1 29 0
07/24/2006 24 7 2006 2 30 0
07/25/2006 25 7 2006 3 30 0
07/26/2006 26 7 2006 4 30 0
07/27/2006 27 7 2006 5 30 0
07/28/2006 28 7 2006 6 30 0
07/29/2006 29 7 2006 7 30 0
07/30/2006 30 7 2006 1 30 0
07/31/2006 31 7 2006 2 31 0
08/01/2006 1 8 2006 3 31 0
08/02/2006 2 8 2006 4 31 0
08/03/2006 3 8 2006 5 31 0
08/04/2006 4 8 2006 6 31 0
08/05/2006 5 8 2006 7 31 0
08/06/2006 6 8 2006 1 31 0
08/07/2006 7 8 2006 2 32 0
08/08/2006 8 8 2006 3 32 0
08/09/2006 9 8 2006 4 32 0
08/10/2006 10 8 2006 5 32 0
08/11/2006 11 8 2006 6 32 0
08/12/2006 12 8 2006 7 32 0
08/13/2006 13 8 2006 1 32 0
08/14/2006 14 8 2006 2 33 0
08/15/2006 15 8 2006 3 33 0
08/16/2006 16 8 2006 4 33 0
08/17/2006 17 8 2006 5 33 0
08/18/2006 18 8 2006 6 33 0
08/19/2006 19 8 2006 7 33 0
08/20/2006 20 8 2006 1 33 0
08/21/2006 21 8 2006 2 34 0
08/22/2006 22 8 2006 3 34 0
08/23/2006 23 8 2006 4 34 0
08/24/2006 24 8 2006 5 34 0
08/25/2006 25 8 2006 6 34 0
08/26/2006 26 8 2006 7 34 0
08/27/2006 27 8 2006 1 34 0
08/28/2006 28 8 2006 2 35 0
08/29/2006 29 8 2006 3 35 0
08/30/2006 30 8 2006 4 35 0
08/31/2006 31 8 2006 5 35 0
09/01/2006 1 9 2006 6 35 0
09/02/2006 2 9 2006 7 35 0
09/03/2006 3 9 2006 1 35 0
09/04/2006 4 9 2006 2 36 0
09/05/2006 5 9 2006 3 36 0
09/06/2006 6 9 2006 4 36 0
09/07/2006 7 9 2006 5 36 0
09/08/2006 8 9 2006 6 36 0
09/09/2006 9 9 2006 7 36 0
09/10/2006 10 9 2006 1 36 0
09/11/2006 11 9 2006 2 37 0
09/12/2006 12 9 2006 3 37 0
09/13/2006 13 9 2006 4 37 0
09/14/2006 14 9 2006 5 37 0
09/15/2006 15 9 2006 6 37 0
09/16/2006 16 9 2006 7 37 0
09/17/2006 17 9 2006 1 37 0
09/18/2006 18 9 2006 2 38 0
09/19/2006 19 9 2006 3 38 0
09/20/2006 20 9 2006 4 38 0
09/21/2006 21 9 2006 5 38 0
09/22/2006 22 9 2006 6 38 0
09/23/2006 23 9 2006 7 38 0
09/24/2006 24 9 2006 1 38 0
09/25/2006 25 9 2006 2 39 0
09/26/2006 26 9 2006 3 39 0
09/27/2006 27 9 2006 4 39 0
09/28/2006 28 9 2006 5 39 0
09/29/2006 29 9 2006 6 39 0
09/30/2006 30 9 2006 7 39 0
10/01/2006 1 10 2006 1 39 0
10/02/2006 2 10 2006 2 40 0
10/03/2006 3 10 2006 3 40 0
10/04/2006 4 10 2006 4 40 0
10/05/2006 5 10 2006 5 40 0
10/06/2006 6 10 2006 6 40 0
10/07/2006 7 10 2006 7 40 0
10/08/2006 8 10 2006 1 40 0
10/09/2006 9 10 2006 2 41 0
10/10/2006 10 10 2006 3 41 0
10/11/2006 11 10 2006 4 41 0
10/12/2006 12 10 2006 5 41 0
10/13/2006 13 10 2006 6 41 0
10/14/2006 14 10 2006 7 41 0
10/15/2006 15 10 2006 1 41 0
10/16/2006 16 10 2006 2 42 0
10/17/2006 17 10 2006 3 42 0
10/18/2006 18 10 2006 4 42 0
10/19/2006 19 10 2006 5 42 0
10/20/2006 20 10 2006 6 42 0
10/21/2006 21 10 2006 7 42 0
10/22/2006 22 10 2006 1 42 0
10/23/2006 23 10 2006 2 43 0
10/24/2006 24 10 2006 3 43 0
10/25/2006 25 10 2006 4 43 0
10/26/2006 26 10 2006 5 43 0
